content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Kenapa sekarang ada biaya setiap transaksi sii.. emng ga terasa sii tapi jika sering ya lemayan totalnya.. Saya ada transfer ga masuk ke rekening tujuan.. tapi dilaporan sydah berhasil ada centang hijau.. tapi direkening yg dituju ga masuk, saya jd mikir klo mau transfer lagi.. sebelum"" nya ga pernah ga masuk. Pasti masuk.. tapi knp bisa kejadian gitu ya.. saya sudah kontak CS tapi ga ada respon apa""😥",5,Positif,kenapa sekarang ada biaya setiap transaksi sii emng ga terasa sii tapi jika sering ya lemayan totalnya saya ada transfer ga masuk ke rekening tujuan tapi dilaporan sydah berhasil ada centang hijau tapi direkening yg dituju ga masuk saya jd mikir klo mau transfer lagi sebelum nya ga pernah ga masuk pasti masuk tapi knp bisa kejadian gitu ya saya sudah kontak cs tapi ga ada respon apa,biaya transaksi sii emng ga sii ya lemayan totalnya transfer ga masuk rekening tujuan dilaporan sydah berhasil centang hijau direkening yg dituju ga masuk jd mikir klo transfer nya ga ga masuk masuk knp kejadian gitu ya kontak cs ga respon,"['biaya', 'transaksi', 'sii', 'emng', 'ga', 'sii', 'ya', 'lemayan', 'totalnya', 'transfer', 'ga', 'masuk', 'rekening', 'tujuan', 'dilaporan', 'sydah', 'berhasil', 'centang', 'hijau', 'direkening', 'yg', 'dituju', 'ga', 'masuk', 'jd', 'mikir', 'klo', 'transfer', 'nya', 'ga', 'ga', 'masuk', 'masuk', 'knp', 'kejadian', 'gitu', 'ya', 'kontak', 'cs', 'ga', 'respon']",biaya transaksi sii emng ga sii ya layan total transfer ga masuk rekening tuju lapor sydah hasil centang hijau rekening yg tuju ga masuk jd mikir klo transfer nya ga ga masuk masuk knp jadi gitu ya kontak cs ga respon
"Produk jualan orang se enak jidat main di blokir TOLOL, Bikin aturan ribet ke seller, uda di ganti2 masih saja di blokir 💩🖕🏻 Dan 1 hal lagi ( Sebagai pengguna Shopeefood ) Shopeefood makin gila banyak biaya ini itu. Biaya layanan lah , biaya lain lain , belum lagi biaya resto. Diskon ongkir juga berapa cuma seribu - lima ribu 🗿",1,Negatif,produk jualan orang se enak jidat main di blokir tolol bikin aturan ribet ke seller uda di ganti masih saja di blokir  dan  hal lagi  sebagai pengguna shopeefood  shopeefood makin gila banyak biaya ini itu biaya layanan lah  biaya lain lain  belum lagi biaya resto diskon ongkir juga berapa cuma seribu  lima ribu ,produk jualan orang enak jidat main blokir tolol bikin aturan ribet seller uda ganti blokir pengguna shopeefood shopeefood gila biaya biaya layanan biaya biaya resto diskon ongkir seribu ribu,"['produk', 'jualan', 'orang', 'enak', 'jidat', 'main', 'blokir', 'tolol', 'bikin', 'aturan', 'ribet', 'seller', 'uda', 'ganti', 'blokir', 'pengguna', 'shopeefood', 'shopeefood', 'gila', 'biaya', 'biaya', 'layanan', 'biaya', 'biaya', 'resto', 'diskon', 'ongkir', 'seribu', 'ribu']",produk jual orang enak jidat main blokir tolol bikin atur ribet seller uda ganti blokir guna shopeefood shopeefood gila biaya biaya layan biaya biaya resto diskon ongkir ribu ribu
"sangat gak berguna,bisa ""nya kita pesan barang, dibatalkan oleh system, karena penjual gak kunjung mengirimkan pesanan,asal tau aja, customer itu pesan barang karena butuh, bukan pengembalian dana yg diharapkan.GAK AKAN GUNAKAN APLIKASIN INI LAGI!!!",1,Negatif,sangat gak bergunabisa nya kita pesan barang dibatalkan oleh system karena penjual gak kunjung mengirimkan pesananasal tau aja customer itu pesan barang karena butuh bukan pengembalian dana yg diharapkangak akan gunakan aplikasin ini lagi,gak bergunabisa nya pesan barang dibatalkan system penjual gak kunjung mengirimkan pesananasal tau aja customer pesan barang butuh pengembalian dana yg diharapkangak aplikasin,"['gak', 'bergunabisa', 'nya', 'pesan', 'barang', 'dibatalkan', 'system', 'penjual', 'gak', 'kunjung', 'mengirimkan', 'pesananasal', 'tau', 'aja', 'customer', 'pesan', 'barang', 'butuh', 'pengembalian', 'dana', 'yg', 'diharapkangak', 'aplikasin']",gak bergunabisa nya pesan barang batal system jual gak kunjung kirim pesananasal tau aja customer pesan barang butuh kembali dana yg diharapkangak aplikasin
"Tolong kebijakan untuk seller ditinjau ulang. Banyak sekali poin yang merugikan seller. Salah satunya Shopee Video. Padahal sudah pakai video sendiri, memakai produk yang relevan dsb masih kena takedown. Bahkan nggak bisa upload sampai beberapa hari. Masa kalah sama yang nyolong video orang yang lancar jaya uploadnya. Komplain ke CS juga tidak menyelesaikan sama sekali. Semoga kedepannya bisa lebih terbuka mengenai permasalahan yang terjadi dan ada penyelesaiannya.",2,Negatif,tolong kebijakan untuk seller ditinjau ulang banyak sekali poin yang merugikan seller salah satunya shopee video padahal sudah pakai video sendiri memakai produk yang relevan dsb masih kena takedown bahkan nggak bisa upload sampai beberapa hari masa kalah sama yang nyolong video orang yang lancar jaya uploadnya komplain ke cs juga tidak menyelesaikan sama sekali semoga kedepannya bisa lebih terbuka mengenai permasalahan yang terjadi dan ada penyelesaiannya,tolong kebijakan seller ditinjau ulang poin merugikan seller salah satunya shopee video pakai video memakai produk relevan dsb kena takedown nggak upload kalah nyolong video orang lancar jaya uploadnya komplain cs menyelesaikan semoga kedepannya terbuka permasalahan penyelesaiannya,"['tolong', 'kebijakan', 'seller', 'ditinjau', 'ulang', 'poin', 'merugikan', 'seller', 'salah', 'satunya', 'shopee', 'video', 'pakai', 'video', 'memakai', 'produk', 'relevan', 'dsb', 'kena', 'takedown', 'nggak', 'upload', 'kalah', 'nyolong', 'video', 'orang', 'lancar', 'jaya', 'uploadnya', 'komplain', 'cs', 'menyelesaikan', 'semoga', 'kedepannya', 'terbuka', 'permasalahan', 'penyelesaiannya']",tolong bijak seller tinjau ulang poin rugi seller salah satu shopee video pakai video pakai produk relevan dsb kena takedown nggak upload kalah nyolong video orang lancar jaya uploadnya komplain cs selesai moga depan buka masalah selesai
"Belanja di Shopee emang bagus ygy,banyak diskon dan brg selalu Realpict. Tapi yang bkin gedeg itu,masuk lewat aplikasi suka lemot,dan keluar2 sendiri.giliran ga sengaja ke pencet lewat iklan di aplikasi lain misalkan webtoon,asik2 baca tiba tiba ga sengaja pencet,masuk lancar jaya gaada ngebug kenapa yah? heran.",2,Negatif,belanja di shopee emang bagus ygybanyak diskon dan brg selalu realpict tapi yang bkin gedeg itumasuk lewat aplikasi suka lemotdan keluar sendirigiliran ga sengaja ke pencet lewat iklan di aplikasi lain misalkan webtoonasik baca tiba tiba ga sengaja pencetmasuk lancar jaya gaada ngebug kenapa yah heran,belanja shopee emang bagus ygybanyak diskon brg realpict bkin gedeg itumasuk aplikasi suka lemotdan sendirigiliran ga sengaja pencet iklan aplikasi webtoonasik baca ga sengaja pencetmasuk lancar jaya gaada ngebug yah heran,"['belanja', 'shopee', 'emang', 'bagus', 'ygybanyak', 'diskon', 'brg', 'realpict', 'bkin', 'gedeg', 'itumasuk', 'aplikasi', 'suka', 'lemotdan', 'sendirigiliran', 'ga', 'sengaja', 'pencet', 'iklan', 'aplikasi', 'webtoonasik', 'baca', 'ga', 'sengaja', 'pencetmasuk', 'lancar', 'jaya', 'gaada', 'ngebug', 'yah', 'heran']",belanja shopee emang bagus ygybanyak diskon brg realpict bkin gedeg itumasuk aplikasi suka lemotdan sendirigiliran ga sengaja pencet iklan aplikasi webtoonasik baca ga sengaja pencetmasuk lancar jaya gaada ngebug yah heran
Wah Shopee emng terbaik GK Kya lazada karena di Shopee semua barangnya bagus dan mudah untuk pengembalian di tambah Shopee tidak ada penipuan barang yang tidak sama dengan yang di deskripsi atau di gambar produk terimakasih Shopee semoga lancar terus,5,Positif,wah shopee emng terbaik gk kya lazada karena di shopee semua barangnya bagus dan mudah untuk pengembalian di tambah shopee tidak ada penipuan barang yang tidak sama dengan yang di deskripsi atau di gambar produk terimakasih shopee semoga lancar terus,shopee emng terbaik gk kya lazada shopee barangnya bagus mudah pengembalian shopee penipuan barang deskripsi gambar produk terimakasih shopee semoga lancar,"['shopee', 'emng', 'terbaik', 'gk', 'kya', 'lazada', 'shopee', 'barangnya', 'bagus', 'mudah', 'pengembalian', 'shopee', 'penipuan', 'barang', 'deskripsi', 'gambar', 'produk', 'terimakasih', 'shopee', 'semoga', 'lancar']",shopee emng baik gk kya lazada shopee barang bagus mudah kembali shopee tipu barang deskripsi gambar produk terimakasih shopee moga lancar
"sangat membantu dalam pencarian barang yang saya butuhkan. Barang sangat beraneka ragam, seperti kecantikan, baju, tas, makanan, minuman, furniture dan alat elektronik juga aga. barang sangat recommended dan saat ada pembatalan, uang juga cepat dikembalikan sehingga dapat belanja kembali.",5,Positif,sangat membantu dalam pencarian barang yang saya butuhkan barang sangat beraneka ragam seperti kecantikan baju tas makanan minuman furniture dan alat elektronik juga aga barang sangat recommended dan saat ada pembatalan uang juga cepat dikembalikan sehingga dapat belanja kembali,membantu pencarian barang butuhkan barang beraneka ragam kecantikan baju tas makanan minuman furniture alat elektronik aga barang recommended pembatalan uang cepat dikembalikan belanja,"['membantu', 'pencarian', 'barang', 'butuhkan', 'barang', 'beraneka', 'ragam', 'kecantikan', 'baju', 'tas', 'makanan', 'minuman', 'furniture', 'alat', 'elektronik', 'aga', 'barang', 'recommended', 'pembatalan', 'uang', 'cepat', 'dikembalikan', 'belanja']",bantu cari barang butuh barang aneka ragam cantik baju tas makan minum furniture alat elektronik aga barang recommended batal uang cepat kembali belanja
"Aplikasi ini sangat membantu memenuhi segala kebutuhan, fiturnya lumayan lengkap juga, udah gitu banyak promo menarik baik hari biasa maupun even. Gamenya juga menarik dan menantang bikin kita susah lepas, cuman sayang sekali banyak sekali yang mengandung judi. Ya gpp sih kalo itu memang baik silakan lanjutkan sesuka hati anda jika itu membuat bisnis anda semakin melejit.",5,Positif,aplikasi ini sangat membantu memenuhi segala kebutuhan fiturnya lumayan lengkap juga udah gitu banyak promo menarik baik hari biasa maupun even gamenya juga menarik dan menantang bikin kita susah lepas cuman sayang sekali banyak sekali yang mengandung judi ya gpp sih kalo itu memang baik silakan lanjutkan sesuka hati anda jika itu membuat bisnis anda semakin melejit,aplikasi membantu memenuhi kebutuhan fiturnya lumayan lengkap udah gitu promo menarik even gamenya menarik menantang bikin susah lepas cuman sayang mengandung judi ya gpp sih kalo silakan lanjutkan sesuka hati bisnis melejit,"['aplikasi', 'membantu', 'memenuhi', 'kebutuhan', 'fiturnya', 'lumayan', 'lengkap', 'udah', 'gitu', 'promo', 'menarik', 'even', 'gamenya', 'menarik', 'menantang', 'bikin', 'susah', 'lepas', 'cuman', 'sayang', 'mengandung', 'judi', 'ya', 'gpp', 'sih', 'kalo', 'silakan', 'lanjutkan', 'sesuka', 'hati', 'bisnis', 'melejit']",aplikasi bantu penuh butuh fiturnya lumayan lengkap udah gitu promo tarik even gamenya tarik tantang bikin susah lepas cuman sayang kandung judi ya gpp sih kalo sila lanjut suka hati bisnis lejit
"Minimal ada pengembalian gratis ongkirnya lah ya, saya mesen stiker dengan gratis ongkir, Dan pake kurir anteraja dan itupun nganternya lama banget melewati tanggal estimasi, saya nunggu chat dan telepon dari kurir pun berhari hari gak ada, Tau tau apa? Dicancel tanpa alasan dan dibalikin lagi sama ke penjualnya, tolong kalo ngerekrut Kurir ternama pelayanannya yang bener dong, dan gratis ongkir saya sia sia dan mau mesen lagi malah mahal banget, kapok saya.",1,Negatif,minimal ada pengembalian gratis ongkirnya lah ya saya mesen stiker dengan gratis ongkir dan pake kurir anteraja dan itupun nganternya lama banget melewati tanggal estimasi saya nunggu chat dan telepon dari kurir pun berhari hari gak ada tau tau apa dicancel tanpa alasan dan dibalikin lagi sama ke penjualnya tolong kalo ngerekrut kurir ternama pelayanannya yang bener dong dan gratis ongkir saya sia sia dan mau mesen lagi malah mahal banget kapok saya,minimal pengembalian gratis ongkirnya ya mesen stiker gratis ongkir pake kurir anteraja itupun nganternya banget melewati tanggal estimasi nunggu chat telepon kurir berhari gak tau tau dicancel alasan dibalikin penjualnya tolong kalo ngerekrut kurir ternama pelayanannya bener gratis ongkir sia sia mesen mahal banget kapok,"['minimal', 'pengembalian', 'gratis', 'ongkirnya', 'ya', 'mesen', 'stiker', 'gratis', 'ongkir', 'pake', 'kurir', 'anteraja', 'itupun', 'nganternya', 'banget', 'melewati', 'tanggal', 'estimasi', 'nunggu', 'chat', 'telepon', 'kurir', 'berhari', 'gak', 'tau', 'tau', 'dicancel', 'alasan', 'dibalikin', 'penjualnya', 'tolong', 'kalo', 'ngerekrut', 'kurir', 'ternama', 'pelayanannya', 'bener', 'gratis', 'ongkir', 'sia', 'sia', 'mesen', 'mahal', 'banget', 'kapok']",minimal kembali gratis ongkirnya ya mesen stiker gratis ongkir pake kurir anteraja itu nganternya banget lewat tanggal estimasi nunggu chat telepon kurir hari gak tau tau dicancel alas dibalikin jual tolong kalo ngerekrut kurir nama layan bener gratis ongkir sia sia mesen mahal banget kapok
"Dengan adanya akun shopee benar"" membantu saya berbelanja dengan mudah tanpa harus keluar rumah tinggal klik saja pesanan pasti datang dengan diantar kurir yg ramah"" , tapi 1 yg saya sayang kan SPinjam & SPaylater saya tidak dapat di gunakan lagi karna saya telat membayar sebanyak 1 x, padahal saya sudah melunasi semua tagihan, tapi saya belum bisa menggunakan nya lagi, Mohon Di perbaiki",5,Positif,dengan adanya akun shopee benar membantu saya berbelanja dengan mudah tanpa harus keluar rumah tinggal klik saja pesanan pasti datang dengan diantar kurir yg ramah  tapi  yg saya sayang kan spinjam  spaylater saya tidak dapat di gunakan lagi karna saya telat membayar sebanyak  x padahal saya sudah melunasi semua tagihan tapi saya belum bisa menggunakan nya lagi mohon di perbaiki,akun shopee membantu berbelanja mudah rumah tinggal klik pesanan diantar kurir yg ramah yg sayang spinjam spaylater karna telat membayar x melunasi tagihan nya mohon perbaiki,"['akun', 'shopee', 'membantu', 'berbelanja', 'mudah', 'rumah', 'tinggal', 'klik', 'pesanan', 'diantar', 'kurir', 'yg', 'ramah', 'yg', 'sayang', 'spinjam', 'spaylater', 'karna', 'telat', 'membayar', 'x', 'melunasi', 'tagihan', 'nya', 'mohon', 'perbaiki']",akun shopee bantu belanja mudah rumah tinggal klik pesan antar kurir yg ramah yg sayang spinjam spaylater karna telat bayar x lunas tagih nya mohon baik
Banyak sekali orang jual barang bobrok di Shopee dri keterangannya bagus luarnya kelihatan bagus tp kualitas jelek saya kemarin baru beli senter led mini saya uji coba baru sekitar 20 menit saja baterainya sudah lobet barang bobrok gak jelas.,1,Negatif,banyak sekali orang jual barang bobrok di shopee dri keterangannya bagus luarnya kelihatan bagus tp kualitas jelek saya kemarin baru beli senter led mini saya uji coba baru sekitar  menit saja baterainya sudah lobet barang bobrok gak jelas,orang jual barang bobrok shopee dri keterangannya bagus luarnya bagus tp kualitas jelek kemarin beli senter led mini uji coba menit baterainya lobet barang bobrok gak,"['orang', 'jual', 'barang', 'bobrok', 'shopee', 'dri', 'keterangannya', 'bagus', 'luarnya', 'bagus', 'tp', 'kualitas', 'jelek', 'kemarin', 'beli', 'senter', 'led', 'mini', 'uji', 'coba', 'menit', 'baterainya', 'lobet', 'barang', 'bobrok', 'gak']",orang jual barang bobrok shopee dri terang bagus luar bagus tp kualitas jelek kemarin beli senter led mini uji coba menit baterai lobet barang bobrok gak
"Sangat2 buruk pelayanannya, masak mau pemindahan akun tidak bisa, sudah dijelaskan user name lupa dan nomor HP sudah tidak aktif, tetap saja disuruh masukkan user name yg lama, gimana mau masukkan, orang lupa, jangan cobak pake Shopee lagi,mending pindah kesebelah",1,Negatif,sangat buruk pelayanannya masak mau pemindahan akun tidak bisa sudah dijelaskan user name lupa dan nomor hp sudah tidak aktif tetap saja disuruh masukkan user name yg lama gimana mau masukkan orang lupa jangan cobak pake shopee lagimending pindah kesebelah,buruk pelayanannya masak pemindahan akun user name lupa nomor hp aktif disuruh masukkan user name yg gimana masukkan orang lupa cobak pake shopee lagimending pindah kesebelah,"['buruk', 'pelayanannya', 'masak', 'pemindahan', 'akun', 'user', 'name', 'lupa', 'nomor', 'hp', 'aktif', 'disuruh', 'masukkan', 'user', 'name', 'yg', 'gimana', 'masukkan', 'orang', 'lupa', 'cobak', 'pake', 'shopee', 'lagimending', 'pindah', 'kesebelah']",buruk layan masak pindah akun user name lupa nomor hp aktif suruh masuk user name yg gimana masuk orang lupa cobak pake shopee lagimending pindah belah
"Sekarang shopee lemot banget ,pengirimannya lamaaaaaa banget.. terus spaylater sama spinjam kagak bisa di pake cuman pernah telat bayar spinjam 2hari kagak bisa di pakai nya sudah hampir 8bulan..apk apaan ini makin kesini makin setress..mau bangkrut kali ya..auto hapus ajalah . tidak rekomendasi untuk di download gaiss..",2,Negatif,sekarang shopee lemot banget pengirimannya lamaaaaaa banget terus spaylater sama spinjam kagak bisa di pake cuman pernah telat bayar spinjam hari kagak bisa di pakai nya sudah hampir bulanapk apaan ini makin kesini makin setressmau bangkrut kali yaauto hapus ajalah  tidak rekomendasi untuk di download gaiss,shopee lemot banget pengirimannya lamaaaaaa banget spaylater spinjam kagak pake cuman telat bayar spinjam kagak pakai nya bulanapk kesini setressmau bangkrut kali yaauto hapus ajalah rekomendasi download gaiss,"['shopee', 'lemot', 'banget', 'pengirimannya', 'lamaaaaaa', 'banget', 'spaylater', 'spinjam', 'kagak', 'pake', 'cuman', 'telat', 'bayar', 'spinjam', 'kagak', 'pakai', 'nya', 'bulanapk', 'kesini', 'setressmau', 'bangkrut', 'kali', 'yaauto', 'hapus', 'ajalah', 'rekomendasi', 'download', 'gaiss']",shopee lot banget kirim lamaaaaaa banget spaylater spinjam kagak pake cuman telat bayar spinjam kagak pakai nya bulanapk kesini setressmau bangkrut kali yaauto hapus aja rekomendasi download gaiss
"Seacara pandanganku kalau shopee memberikan verifikasi terlebih dahulu untuk mencari produk produk. Ini akan mengurangi penurunan penggunanya. Kesalahan fatal yang di berikan oleh shopee. Soalnya tidak semua pengguna akan mengerti untuk menulis angka angka atau huruf huruf yang di masukin. Bisa membuat dampak yang sangat fatal. Tujuan Biar aman sih , tetapi ya gitulah, aman sih, tetapi pengguna hilang..",1,Negatif,seacara pandanganku kalau shopee memberikan verifikasi terlebih dahulu untuk mencari produk produk ini akan mengurangi penurunan penggunanya kesalahan fatal yang di berikan oleh shopee soalnya tidak semua pengguna akan mengerti untuk menulis angka angka atau huruf huruf yang di masukin bisa membuat dampak yang sangat fatal tujuan biar aman sih  tetapi ya gitulah aman sih tetapi pengguna hilang,seacara pandanganku shopee verifikasi mencari produk produk mengurangi penurunan penggunanya kesalahan fatal shopee pengguna mengerti menulis angka angka huruf huruf masukin dampak fatal tujuan biar aman sih ya gitulah aman sih pengguna hilang,"['seacara', 'pandanganku', 'shopee', 'verifikasi', 'mencari', 'produk', 'produk', 'mengurangi', 'penurunan', 'penggunanya', 'kesalahan', 'fatal', 'shopee', 'pengguna', 'mengerti', 'menulis', 'angka', 'angka', 'huruf', 'huruf', 'masukin', 'dampak', 'fatal', 'tujuan', 'biar', 'aman', 'sih', 'ya', 'gitulah', 'aman', 'sih', 'pengguna', 'hilang']",acara pandang shopee verifikasi cari produk produk kurang turun guna salah fatal shopee guna erti tulis angka angka huruf huruf masukin dampak fatal tuju biar aman sih ya gitulah aman sih guna hilang
"Tolong dong batas pengiriman pesanan jangan terlalu lama, maksimal 3 hari sudah harus di kirim,lewat dari 3 hari auto cancel jangan kelamaan kaya kaga niat banget penjualannya udah order 4 hari kaga di kirim-kirim, ngomongnya si di proses 1-2 hari kerja kan males",2,Negatif,tolong dong batas pengiriman pesanan jangan terlalu lama maksimal  hari sudah harus di kirimlewat dari  hari auto cancel jangan kelamaan kaya kaga niat banget penjualannya udah order  hari kaga di kirimkirim ngomongnya si di proses  hari kerja kan males,tolong batas pengiriman pesanan maksimal kirimlewat auto cancel kaya kaga niat banget penjualannya udah order kaga kirimkirim ngomongnya si proses kerja males,"['tolong', 'batas', 'pengiriman', 'pesanan', 'maksimal', 'kirimlewat', 'auto', 'cancel', 'kaya', 'kaga', 'niat', 'banget', 'penjualannya', 'udah', 'order', 'kaga', 'kirimkirim', 'ngomongnya', 'si', 'proses', 'kerja', 'males']",tolong batas kirim pesan maksimal kirimlewat auto cancel kaya kaga niat banget jual udah order kaga kirimkirim ngomongnya si proses kerja males
Belanja online yg mantul. Tapi harus hati2 belanja di shopee karena penipu masih bebas berkeliaran di aplikasi ini. Yang utama bagi shopee yang penting banyak yang jualan jadi pilihan barang & harga beragam tidak peduli penipu bebas jualan di shopee.,5,Positif,belanja online yg mantul tapi harus hati belanja di shopee karena penipu masih bebas berkeliaran di aplikasi ini yang utama bagi shopee yang penting banyak yang jualan jadi pilihan barang  harga beragam tidak peduli penipu bebas jualan di shopee,belanja online yg mantul hati belanja shopee penipu bebas berkeliaran aplikasi utama shopee jualan pilihan barang harga beragam peduli penipu bebas jualan shopee,"['belanja', 'online', 'yg', 'mantul', 'hati', 'belanja', 'shopee', 'penipu', 'bebas', 'berkeliaran', 'aplikasi', 'utama', 'shopee', 'jualan', 'pilihan', 'barang', 'harga', 'beragam', 'peduli', 'penipu', 'bebas', 'jualan', 'shopee']",belanja online yg mantul hati belanja shopee tipu bebas liar aplikasi utama shopee jual pilih barang harga agam peduli tipu bebas jual shopee
"Shopee apaan sih gasuka bgt knpa? Trolinya nohh error yg bnr aja pilih barang buat co aja lemot minta ampun susahh, lag bgt kek rusak ayo dong bantuuu gmna nihh ga nyaman bagetttt, klo yg lain dh oke semua trolinya iniiii susahh tau mengganggu kenyamanan pas lgi belanja",2,Negatif,shopee apaan sih gasuka bgt knpa trolinya nohh error yg bnr aja pilih barang buat co aja lemot minta ampun susahh lag bgt kek rusak ayo dong bantuuu gmna nihh ga nyaman bagetttt klo yg lain dh oke semua trolinya iniiii susahh tau mengganggu kenyamanan pas lgi belanja,shopee sih gasuka bgt knpa trolinya nohh error yg bnr aja pilih barang co aja lemot ampun susahh lag bgt kek rusak ayo bantuuu gmna nihh ga nyaman bagetttt klo yg dh oke trolinya iniiii susahh tau mengganggu kenyamanan pas lgi belanja,"['shopee', 'sih', 'gasuka', 'bgt', 'knpa', 'trolinya', 'nohh', 'error', 'yg', 'bnr', 'aja', 'pilih', 'barang', 'co', 'aja', 'lemot', 'ampun', 'susahh', 'lag', 'bgt', 'kek', 'rusak', 'ayo', 'bantuuu', 'gmna', 'nihh', 'ga', 'nyaman', 'bagetttt', 'klo', 'yg', 'dh', 'oke', 'trolinya', 'iniiii', 'susahh', 'tau', 'mengganggu', 'kenyamanan', 'pas', 'lgi', 'belanja']",shopee sih gasuka bgt knpa troli nohh error yg bnr aja pilih barang co aja lot ampun susahh lag bgt kek rusak ayo bantuuu gmna nihh ga nyaman bagetttt klo yg dh oke troli iniiii susahh tau ganggu nyaman pas lgi belanja
Tolong dong Untuk agen shoppe/kurir nya jangan seenak nya batalkan pesanan/dikembalikan ke penjual. Untuk shoppe nya tolong kasih fitur no.tln kurir sama nama nya dong biar jelas dan kami bisa menanyakan langsung knpa pesanan nya dibatalkan/dikembalikan tolong dong Utk shoppe nya tambah fitur itu biar kurir/agennya tidak seenaknya membatalkan pesanan!!! no.telepon sudah benar alamat juga sudah benar!!! Dan ini juga bukan 1x 2x tapi sdh lumayan sering kalau gitu terus mending di aplikasi sebelah!,1,Negatif,tolong dong untuk agen shoppekurir nya jangan seenak nya batalkan pesanandikembalikan ke penjual untuk shoppe nya tolong kasih fitur notln kurir sama nama nya dong biar jelas dan kami bisa menanyakan langsung knpa pesanan nya dibatalkandikembalikan tolong dong utk shoppe nya tambah fitur itu biar kuriragennya tidak seenaknya membatalkan pesanan notelepon sudah benar alamat juga sudah benar dan ini juga bukan x x tapi sdh lumayan sering kalau gitu terus mending di aplikasi sebelah,tolong agen shoppekurir nya seenak nya batalkan pesanandikembalikan penjual shoppe nya tolong kasih fitur notln kurir nama nya biar langsung knpa pesanan nya dibatalkandikembalikan tolong utk shoppe nya fitur biar kuriragennya membatalkan pesanan notelepon alamat x x sdh lumayan gitu mending aplikasi sebelah,"['tolong', 'agen', 'shoppekurir', 'nya', 'seenak', 'nya', 'batalkan', 'pesanandikembalikan', 'penjual', 'shoppe', 'nya', 'tolong', 'kasih', 'fitur', 'notln', 'kurir', 'nama', 'nya', 'biar', 'langsung', 'knpa', 'pesanan', 'nya', 'dibatalkandikembalikan', 'tolong', 'utk', 'shoppe', 'nya', 'fitur', 'biar', 'kuriragennya', 'membatalkan', 'pesanan', 'notelepon', 'alamat', 'x', 'x', 'sdh', 'lumayan', 'gitu', 'mending', 'aplikasi', 'sebelah']",tolong agen shoppekurir nya enak nya batal pesanandikembalikan jual shoppe nya tolong kasih fitur notln kurir nama nya biar langsung knpa pesan nya dibatalkandikembalikan tolong utk shoppe nya fitur biar kuriragennya batal pesan notelepon alamat x x sdh lumayan gitu mending aplikasi belah
Apa yg di pesan sesuai dgn yg dtng. Sblm belanja emang hrs teliti melihat toko yg baik atau penipu krn sy sdh pernah ketipu sekali belanja set top box yg promo gak taunya toko penipu yg di krm bukan stb tp pin baju motif kupu kupu🤦,5,Positif,apa yg di pesan sesuai dgn yg dtng sblm belanja emang hrs teliti melihat toko yg baik atau penipu krn sy sdh pernah ketipu sekali belanja set top box yg promo gak taunya toko penipu yg di krm bukan stb tp pin baju motif kupu kupu,yg pesan sesuai dgn yg dtng sblm belanja emang hrs teliti toko yg penipu krn sy sdh ketipu belanja set top box yg promo gak taunya toko penipu yg krm stb tp pin baju motif kupu kupu,"['yg', 'pesan', 'sesuai', 'dgn', 'yg', 'dtng', 'sblm', 'belanja', 'emang', 'hrs', 'teliti', 'toko', 'yg', 'penipu', 'krn', 'sy', 'sdh', 'ketipu', 'belanja', 'set', 'top', 'box', 'yg', 'promo', 'gak', 'taunya', 'toko', 'penipu', 'yg', 'krm', 'stb', 'tp', 'pin', 'baju', 'motif', 'kupu', 'kupu']",yg pesan sesuai dgn yg dtng sblm belanja emang hrs teliti toko yg tipu krn sy sdh tipu belanja set top box yg promo gak tau toko tipu yg krm stb tp pin baju motif kupu kupu
"Terima kasih buat shopee, selama ini pelayanannya sangat bagus, komplen segera di tangani dan seller yang nakal selalu si tindak sengn tegas sehingga saya sebagai pelanggan sangat tenang dan terlindungi barang selalu si kirim dengan cepat sesuai pesanan, semoga pelayanan selama ini yang sudah sangat baik di pertahankan dan lebih di tingkatkan lagi",5,Positif,terima kasih buat shopee selama ini pelayanannya sangat bagus komplen segera di tangani dan seller yang nakal selalu si tindak sengn tegas sehingga saya sebagai pelanggan sangat tenang dan terlindungi barang selalu si kirim dengan cepat sesuai pesanan semoga pelayanan selama ini yang sudah sangat baik di pertahankan dan lebih di tingkatkan lagi,terima kasih shopee pelayanannya bagus komplen tangani seller nakal si tindak sengn pelanggan tenang terlindungi barang si kirim cepat sesuai pesanan semoga pelayanan pertahankan tingkatkan,"['terima', 'kasih', 'shopee', 'pelayanannya', 'bagus', 'komplen', 'tangani', 'seller', 'nakal', 'si', 'tindak', 'sengn', 'pelanggan', 'tenang', 'terlindungi', 'barang', 'si', 'kirim', 'cepat', 'sesuai', 'pesanan', 'semoga', 'pelayanan', 'pertahankan', 'tingkatkan']",terima kasih shopee layan bagus komplen tangan seller nakal si tindak sengn langgan tenang lindung barang si kirim cepat sesuai pesan moga layan tahan tingkat
